,item,cond,Stim,word_IDs,Placer,NumWords
166,21,6,dogger bank in the north sea is thought to be one of the most significant locations for evidence of early neolithic settlements there is only one problem it is under water a team of divers and archaeologists were performing a study of the area they had sent in two submarines and a small team of divers the submarine in charge of taking pictures was somewhere above the divers who were adjusting to the pressure before they dove lower somewhere above the submarine taking pictures was the second submarine which would be used to transport anything the divers foundthere are a few teams hoping to find archaeological evidence of dogger bank settlements that operate in the north sea the norwegians have much more funding than the british their equipment is proof of this as its some of the most modern equipment on the market this didnt mean that anyone was actively working against each other though as in all sciences working together is key the danish teams funding was better than the norwegians but they still share their findings with everyone just as the british do,189,166,185
167,21,7,dogger bank in the north sea is thought to be one of the most significant locations for evidence of early neolithic settlements there is only one problem it is under water a team of divers and archaeologists were performing a study of the area they had sent in two submarines and a small team of divers the submarine in charge of taking pictures was somewhere above the divers who were adjusting to the pressure before they dove lower somewhere below the submarine taking pictures was the second submarine which would be used to transport anything the divers foundthere are a few teams hoping to find archaeological evidence of dogger bank settlements that operate in the north sea the norwegians have much more funding than the british their equipment is proof of this as its some of the most modern equipment on the market this didnt mean that anyone was actively working against each other though as in all sciences working together is key the danish teams funding was better than the norwegians but they still share their findings with everyone just as the british do,189,167,185
168,21,8,dogger bank in the north sea is thought to be one of the most significant locations for evidence of early neolithic settlements there is only one problem it is under water a team of divers and archaeologists were performing a study of the area they had sent in two submarines and a small team of divers the submarine in charge of taking pictures was somewhere above the divers who were adjusting to the pressure before they dove lower somewhere above the submarine taking pictures was the second submarine which would be used to transport anything the divers foundthere are a few teams hoping to find archaeological evidence of dogger bank settlements that operate in the north sea the norwegians have much more funding than the british their equipment is proof of this as its some of the most modern equipment on the market this didnt mean that anyone was actively working against each other though as in all sciences working together is key the danish team also have less funding than the norwegians but they still share their findings with everyone just as the british do,189,168,186
169,22,1,the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess wasnt as skilled as sammy the catering company boss hoped everything would run smoothly the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pools ladder hopefully no one would trip over it,189,169,185
170,22,2,the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess was more skilled than sammy the catering company boss hoped everything would run smoothly the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pools ladder hopefully no one would trip over it,188,170,185
171,22,3,the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess wasnt as skilled as sammy the catering company boss hoped everything would run smoothly the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pools ladder hopefully no one would trip over it,189,171,185
172,22,4,the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess was more skilled than sammy the catering company boss hoped everything would run smoothly the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pools ladder hopefully no one would trip over it,188,172,185
173,22,5,the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pools ladder hopefully no one would trip over it the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess wasnt as skilled as sammy the catering company boss hoped everything would run smoothly,189,173,185
174,22,6,the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pools ladder hopefully no one would trip over it the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess was more skilled than sammy the catering company boss hoped everything would run smoothly,188,174,185
175,22,7,the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pools ladder hopefully no one would trip over it the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess was more skilled than sammy the catering company boss hoped everything would run smoothly,188,175,185
176,22,8,the community pool was having its annual party to the right of the pools ladder was the water filter which had been inspected and cleaned before the event staff wanted to be sure that everything was up to scratch the pool was in a better condition than ever this year due to refurbishments that had finished just before summer the whole staff were very pleased with the results though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pools ladder hopefully no one would trip over it the catering company hired to provide food for the big pool party was having problems many of their usual staff had called in sick this meant that the company were now desperately scrambling to get their best staff to come in amanda wasnt as skilled as sammy who was always eager to help out besides sammy always needed the money there was of course the option of asking jess to come in jess wasnt as skilled as sammy the catering company boss hoped everything would run smoothly,189,176,185
177,23,1,three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that geraldine was planning on giving the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere behind the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success,195,177,193
178,23,2,three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that geraldine was planning on giving the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere in front of the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success,194,178,192
179,23,3,three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that geraldine was planning on giving the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere in front of the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success,197,179,195
180,23,4,three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that geraldine was planning on giving the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere behind the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success,192,180,190
181,23,5,the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere behind the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that geraldine was planning on giving,195,181,193
182,23,6,the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere in front of the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that geraldine was planning on giving,194,182,192
183,23,7,the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere behind the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that geraldine was planning on giving,192,183,190
184,23,8,the art gallery of innsmouth was holding an exhibition for local artists innsmouth was small and word had gotten around quickly the local artists work was on display throughout a large hall with visitors walking past paintings and sculptures a sculpture made of driftwood stood behind a smaller sculpture of a whale at the centre of the hall somewhere in front of the sculpture of a whale stood a horrible piece made from washed up plastic bottles which was not very popular among the locals overall the exhibition was looking to be a grand success three business owners from innsmouth were looking to support the local communities growing art community they were planning to invest in the gallery fred who owned a small café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café he wasnt going to be able to pledge as much money as geraldine who was trying to be elected as mayor simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that geraldine was planning on giving,197,184,195
185,24,1,it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns but wasnt as good as gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best storythe cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees also towered above the yews and when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos,206,185,201
186,24,2,it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns and was better than gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees were not as tall as the yews but when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos,206,186,203
187,24,3,it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns but wasnt as good as gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best storythe cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees were not as tall as the yews but when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos,208,187,203
188,24,4,it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns and was better than gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees also towered above the yews and when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos,204,188,201
189,24,5,the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees also towered above the yews and when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns but wasnt as good as gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story,206,189,202
190,24,6,the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees were not as tall as the yews but when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns and was better than gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story,206,190,203
191,24,7,the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees also towered above the yews and when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns and was better than gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story,204,191,201
192,24,8,the cemetery was old and within it many trees grew they had almost outgrown the spire of the chapel they surrounded the oaks towered above the yew trees the trees that grew in the cemetery gave plenty of shade so it was never too hot for those that visited their passed relatives in the summer the birch trees were not as tall as the yews but when they shed their paper like bark it was often confused with confetti left over from a wedding at the chapel this was a popular spot for weddings as the trees and the old stonework provided a beautiful backdrop for photos it had been some time since josephines and aarons family had come together but this was their wedding so no one was going to miss out on it the two had been together for years and both came from families where people considered themselves the heart and soul of the party aarons father gary was a great storyteller much more so than aaron was josephine also loved to spin yarns but wasnt as good as gary the wedding reception and ceremony was bound to be a battleground of sorts as to who would tell the best story,208,192,204
193,25,1,naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will wasnt as brave as jane but they loved to pretend that they were explorers in some vast unknown landthe farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the left of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string,187,193,184
194,25,2,naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will was braver than jane and they loved to pretend that they were explorers in some vast unknown landthe farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the right of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string,185,194,183
195,25,3,naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will wasnt as brave as jane but they loved to pretend that they were explorers in some vast unknown landthe farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the right of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string,187,195,184
196,25,4,naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will was braver than jane and they loved to pretend that they were explorers in some vast unknown landthe farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the left of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string,185,196,183
197,25,5,the farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the left of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will wasnt as brave as jane but they loved to pretend that they were explorers in some vast unknown land,187,197,185
198,25,6,the farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the right of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will was braver than jane and they loved to pretend that they were explorers in some vast unknown land,185,198,184
199,25,7,the farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the left of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will was braver than jane and they loved to pretend that they were explorers in some vast unknown land,185,199,184
200,25,8,the farm that lay on the outskirts of town was large but had fallen into disrepair to the left of the only barn still in use stood a rusty old tractor most of the equipment had accumulated so much rust that all of it looked a reddish brown regardless of what colour it had been before the only regularly used piece of equipment was a quad bike which stood somewhere to the right of the barn if the quad bike was to break it would spell disaster for the farmer and his family who were holding on to their property by a string naomi had always been curious about the many abandoned pieces of equipment that littered the fields around her home she was very brave for her age but wasnt as brave as her little sister jane jane could find adventure where ever she went sometimes when their older brother will came home from school the three would go off exploring the countryside together will wasnt as brave as jane but they loved to pretend that they were explorers in some vast unknown land,187,200,185
201,26,1,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,201,188
202,26,2,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,202,188
203,26,3,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,203,188
204,26,4,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,204,188
205,26,5,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,205,188
206,26,6,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,206,188
207,26,7,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,207,188
208,26,8,the passenger ferry to plum island had broken down that much was clear what was not clear was which boat would replace it a new bright red boat was docked to the right of the broken down ferry because it was new the red boat would be more expensive to rent but the ferry company would have to make a choice to the left of the broken down ferry was an older rusty brown tug boat it wasnt as new but could transport more people at one time the ferry company would have to make a choice sooner rather than laterthe three women had long wanted to put the sailing skills theyd learned in their youth to good use holly was a much better sailor than vicky because holly had learned to sail from her father at a young age julie on the other hand wasnt as good at sailing as vicky as she had only moved to plum island in her teenage years despite the differences in their abilities the three loved to race one another and truly test themselves against the strong winds of the atlantic,192,208,188
